municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos
acegua;4300034;0;0;0;1;1;0;1;0;3;0;0;0;0;0;0
agua santa;4300059;0;0;0;3;1;1;0;0;1;0;0;0;0;0;0
agudo;4300109;0;0;0;7;0;0;1;0;4;0;0;0;0;0;0
ajuricaba;4300208;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
alecrim;4300307;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
alegrete;4300406;0;0;0;73;8;3;4;0;21;3;5;5;0;0;0
alegria;4300455;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
almirante tamandare do sul;4300471;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
alpestre;4300505;0;0;0;4;1;0;0;0;1;0;0;1;0;0;0
alto alegre;4300554;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
alto feliz;4300570;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
alvorada;4300604;6;6;0;108;1;12;84;11;114;3;32;26;0;0;9
amaral ferrador;4300638;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
ametista do sul;4300646;0;0;0;13;0;0;0;0;8;0;0;0;0;0;0
andre da rocha;4300661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
anta gorda;4300703;0;0;0;3;0;0;0;0;3;0;1;0;0;0;0
antonio prado;4300802;0;0;0;5;0;0;0;0;2;1;1;2;0;0;0
arambare;4300851;0;0;0;7;1;0;1;0;7;0;2;0;0;0;0
ararica;4300877;0;0;0;2;1;0;0;0;6;0;2;0;0;0;0
aratiba;4300901;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
arroio do meio;4301008;0;0;0;14;0;2;0;0;18;1;2;1;0;0;0
arroio do padre;4301073;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
arroio do sal;4301057;0;0;0;25;0;4;1;0;9;3;4;7;0;0;0
arroio do tigre;4301206;0;0;0;3;0;1;0;0;6;0;0;0;0;0;0
arroio dos ratos;4301107;1;1;0;6;0;0;0;0;4;1;3;3;0;0;1
arroio grande;4301305;1;1;0;7;1;0;0;0;1;0;2;3;0;0;1
arvorezinha;4301404;0;0;0;2;0;2;1;0;1;0;0;1;0;0;0
augusto pestana;4301503;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0
aurea;4301552;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
bage;4301602;0;0;0;90;12;1;12;0;72;6;12;14;0;0;0
balneario pinhal;4301636;0;0;0;32;0;1;1;1;17;0;2;0;0;0;0
barao;4301651;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
barao de cotegipe;4301701;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0
barao do triunfo;4301750;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
barra do guarita;4301859;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
barra do quarai;4301875;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0
barra do ribeiro;4301909;0;0;0;4;1;0;0;0;10;1;0;2;0;0;0
barra do rio azul;4301925;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
barra funda;4301958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
barracao;4301800;0;0;0;9;2;0;0;0;0;0;1;0;0;0;0
barros cassal;4302006;0;0;0;6;0;0;2;0;0;1;7;0;0;0;0
benjamin constant do sul;4302055;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
bento goncalves;4302105;1;1;0;80;1;6;11;0;84;6;41;22;0;0;1
boa vista das missoes;4302154;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
boa vista do burica;4302204;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
boa vista do cadeado;4302220;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0
boa vista do incra;4302238;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
boa vista do sul;4302253;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
bom jesus;4302303;1;1;0;5;2;2;0;0;4;1;0;0;0;0;1
bom principio;4302352;0;0;0;3;0;1;0;0;6;0;4;0;0;0;0
bom progresso;4302378;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
bom retiro do sul;4302402;0;0;0;3;0;2;0;0;3;0;2;1;0;0;0
boqueirao do leao;4302451;0;0;0;2;1;0;0;0;1;0;1;0;0;0;0
bossoroca;4302501;0;0;0;0;0;0;0;0;3;0;2;2;0;0;0
bozano;4302584;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
braga;4302600;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
brochier;4302659;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
butia;4302709;1;1;0;14;1;0;1;0;3;0;2;3;0;0;1
cacapava do sul;4302808;0;0;0;23;9;2;7;0;10;3;4;1;0;0;0
cacequi;4302907;0;0;0;12;1;0;1;0;4;0;2;0;0;0;0
cachoeira do sul;4303004;1;1;0;46;1;4;5;0;36;8;6;7;0;0;1
cachoeirinha;4303103;0;0;0;125;0;9;38;5;101;4;3;8;0;0;0
cacique doble;4303202;2;2;0;4;0;1;1;0;1;1;0;0;0;0;2
caibate;4303301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
caicara;4303400;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
camaqua;4303509;0;0;0;58;5;4;3;1;28;2;6;11;0;0;0
camargo;4303558;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
cambara do sul;4303608;0;0;0;5;1;0;0;0;3;0;0;0;0;0;0
campestre da serra;4303673;0;0;0;1;1;1;2;0;1;1;0;0;0;0;0
campina das missoes;4303707;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0
campinas do sul;4303806;0;0;0;9;0;0;0;0;1;2;3;0;0;0;0
campo bom;4303905;0;0;0;53;0;17;5;1;55;2;7;8;0;0;0
campo novo;4304002;0;0;0;7;0;1;0;0;2;1;1;0;0;0;0
campos borges;4304101;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
candelaria;4304200;0;0;0;29;1;2;1;0;9;1;3;1;0;0;0
candido godoi;4304309;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
candiota;4304358;0;0;0;5;1;0;1;0;2;0;0;0;0;0;0
canela;4304408;0;0;0;37;0;6;1;0;41;1;18;8;0;0;0
cangucu;4304507;0;0;0;31;4;1;2;0;14;2;2;1;0;0;0
canoas;4304606;6;6;0;378;0;25;98;25;279;14;34;30;0;0;6
canudos do vale;4304614;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
capao bonito do sul;4304622;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0
capao da canoa;4304630;0;0;0;133;0;6;17;2;85;5;9;16;0;0;1
capao do cipo;4304655;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0
capao do leao;4304663;0;0;0;10;4;1;1;0;8;1;1;4;0;0;0
capela de santana;4304689;0;0;0;0;0;1;0;0;11;0;0;1;0;0;0
capitao;4304697;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
capivari do sul;4304671;0;0;0;2;0;0;0;0;3;0;2;0;0;0;0
caraa;4304713;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
carazinho;4304705;2;2;0;31;0;5;5;1;46;6;8;4;0;0;2
carlos barbosa;4304804;0;0;0;12;0;0;1;0;21;0;1;1;0;0;0
carlos gomes;4304853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
casca;4304903;0;0;0;1;0;3;0;0;3;0;2;3;0;0;0
caseiros;4304952;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0
catuipe;4305009;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
caxias do sul;4305108;8;8;0;300;2;64;62;9;309;17;10;18;0;0;9
centenario;4305116;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
cerrito;4305124;0;0;0;2;1;0;0;0;1;1;0;0;0;0;1
cerro branco;4305132;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
cerro grande;4305157;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
cerro grande do sul;4305173;1;1;0;2;0;0;0;1;2;2;2;0;0;0;1
cerro largo;4305207;2;2;0;5;0;0;0;0;4;0;1;1;0;0;2
chapada;4305306;1;1;0;0;0;0;0;0;3;1;0;0;0;0;1
charqueadas;4305355;0;0;0;14;0;1;1;0;10;2;16;18;0;0;0
charrua;4305371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chiapetta;4305405;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0
chui;4305439;0;0;0;5;1;0;2;0;1;0;2;0;0;0;0
chuvisca;4305447;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0
cidreira;4305454;2;2;0;50;1;0;7;0;9;1;8;5;0;0;2
ciriaco;4305504;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
colinas;4305587;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
colorado;4305603;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
condor;4305702;0;0;0;4;1;0;1;0;7;0;0;0;0;0;0
constantina;4305801;0;0;0;5;0;1;0;0;3;1;4;2;0;0;0
coqueiro baixo;4305835;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
coqueiros do sul;4305850;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
coronel barros;4305871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coronel bicaco;4305900;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0
coronel pilar;4305934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cotipora;4305959;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
coxilha;4305975;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
crissiumal;4306007;0;0;0;4;0;0;0;0;4;0;2;1;0;0;0
cristal;4306056;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
cristal do sul;4306072;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
cruz alta;4306106;4;4;0;49;0;3;3;0;41;3;6;7;0;0;4
cruzaltense;4306130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cruzeiro do sul;4306205;0;0;0;9;1;1;0;0;4;0;1;0;0;0;1
david canabarro;4306304;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
derrubadas;4306320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dezesseis de novembro;4306353;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
dilermando de aguiar;4306379;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
dois irmaos;4306403;0;0;0;15;1;2;2;0;29;0;4;2;0;0;0
dois irmaos das missoes;4306429;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
dois lajeados;4306452;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
dom feliciano;4306502;0;0;0;14;5;1;0;0;2;1;0;0;0;0;0
dom pedrito;4306601;0;0;0;20;4;2;0;0;10;4;2;4;0;0;0
dom pedro de alcantara;4306551;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
dona francisca;4306700;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
doutor ricardo;4306734;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
dr mauricio cardoso;4306759;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
eldorado do sul;4306767;1;1;0;31;2;2;10;0;52;0;10;7;0;0;1
encantado;4306809;2;2;0;57;0;1;2;0;11;0;8;0;0;0;2
encruzilhada do sul;4306908;0;0;0;11;3;3;1;0;5;1;2;1;0;0;0
engenho velho;4306924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
entre ijuis;4306957;0;0;0;3;0;0;0;0;3;2;0;0;0;0;0
entre rios do sul;4306932;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0
erebango;4306973;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
erechim;4307005;1;1;0;62;0;8;7;0;82;14;33;14;0;0;1
ernestina;4307054;0;0;0;3;0;0;0;1;2;0;1;0;0;0;0
erval grande;4307203;0;0;0;2;1;0;0;0;1;1;0;1;0;0;0
erval seco;4307302;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
esmeralda;4307401;0;0;0;6;1;0;0;0;1;1;0;0;0;0;0
esperanca do sul;4307450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
espumoso;4307500;1;1;0;13;1;1;0;0;2;0;1;0;0;0;1
estacao;4307559;0;0;0;4;0;1;0;0;1;0;2;1;0;0;0
estancia velha;4307609;0;0;0;33;0;1;6;3;11;0;3;3;0;0;0
esteio;4307708;1;1;0;66;0;2;19;2;64;2;10;6;0;0;1
estrela;4307807;1;1;0;20;0;0;3;1;25;1;10;4;0;0;1
estrela velha;4307815;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
eugenio de castro;4307831;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0
fagundes varela;4307864;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
farroupilha;4307906;0;0;0;42;1;7;3;1;54;1;4;6;0;0;0
faxinal do soturno;4308003;0;0;0;3;0;0;0;0;4;0;0;2;0;0;0
faxinalzinho;4308052;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
fazenda vila nova;4308078;1;1;0;3;0;0;0;0;1;0;0;0;0;0;1
feliz;4308102;0;0;0;9;0;0;1;0;7;0;1;1;0;0;0
flores da cunha;4308201;0;0;0;23;1;6;2;1;20;1;3;2;0;0;0
floriano peixoto;4308250;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
fontoura xavier;4308300;0;0;0;12;0;0;0;0;3;0;1;0;0;0;0
formigueiro;4308409;0;0;0;4;2;0;0;0;5;1;0;0;0;0;0
forquetinha;4308433;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
fortaleza dos valos;4308458;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0
frederico westphalen;4308508;1;1;0;15;0;2;2;0;16;1;7;4;0;0;1
garibaldi;4308607;0;0;0;23;0;2;0;1;26;3;5;0;0;0;1
garruchos;4308656;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
gaurama;4308706;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
general camara;4308805;0;0;0;5;1;0;0;0;4;0;1;0;0;0;0
gentil;4308854;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
getulio vargas;4308904;0;0;0;4;0;1;0;0;12;0;6;3;0;0;0
girua;4309001;0;0;0;7;0;1;1;0;4;2;2;1;0;0;0
glorinha;4309050;0;0;0;7;0;0;0;0;2;0;1;1;0;0;0
gramado;4309100;0;0;0;57;0;2;2;0;38;2;29;2;0;0;0
gramado dos loureiros;4309126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gramado xavier;4309159;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
gravatai;4309209;1;1;0;148;5;20;64;7;185;6;7;23;0;0;2
guabiju;4309258;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
guaiba;4309308;1;1;0;45;1;2;16;1;30;5;21;9;0;0;1
guapore;4309407;0;0;0;9;0;1;0;0;9;3;16;6;0;0;1
guarani das missoes;4309506;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0
harmonia;4309555;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0
herval;4307104;0;0;0;7;3;0;0;0;4;0;0;0;0;0;0
herveiras;4309571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
horizontina;4309605;0;0;0;5;1;1;1;0;10;2;3;1;0;0;0
hulha negra;4309654;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0
humaita;4309704;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1
ibarama;4309753;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
ibiaca;4309803;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
ibiraiaras;4309902;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ibirapuita;4309951;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0
ibiruba;4310009;0;0;0;8;0;0;0;1;11;2;4;1;0;0;0
igrejinha;4310108;0;0;0;21;0;1;2;0;11;0;6;1;0;0;0
ijui;4310207;1;1;0;72;2;6;5;0;44;4;12;19;0;0;1
ilopolis;4310306;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
imbe;4310330;0;0;0;89;1;5;4;0;33;3;13;4;0;0;0
imigrante;4310363;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
independencia;4310405;0;0;0;5;2;0;0;0;4;0;1;0;0;0;0
inhacora;4310413;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
ipe;4310439;0;0;0;2;2;1;0;0;0;2;0;0;0;0;0
ipiranga do sul;4310462;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
irai;4310504;2;2;0;9;1;0;0;0;2;0;0;0;0;0;2
itaara;4310538;0;0;0;8;0;0;0;0;3;1;0;0;0;0;0
itacurubi;4310553;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
itapuca;4310579;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
itaqui;4310603;0;0;0;30;3;0;7;1;14;1;0;2;0;0;0
itati;4310652;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0
itatiba do sul;4310702;0;0;0;2;1;0;0;0;2;2;0;0;0;0;0
ivora;4310751;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0
ivoti;4310801;0;0;0;4;0;2;0;0;16;0;1;0;0;0;0
jaboticaba;4310850;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
jacuizinho;4310876;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
jacutinga;4310900;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
jaguarao;4311007;0;0;0;32;4;3;4;0;4;2;4;4;0;0;0
jaguari;4311106;0;0;0;4;3;0;0;0;4;0;0;0;0;0;0
jaquirana;4311122;0;0;0;5;2;0;0;0;1;0;0;0;0;0;1
jari;4311130;0;0;0;3;2;0;0;0;2;2;0;0;0;0;0
joia;4311155;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
julio de castilhos;4311205;0;0;0;10;0;0;2;0;14;2;3;1;0;0;0
lagoa bonita do sul;4311239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lagoa dos tres cantos;4311270;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
lagoa vermelha;4311304;1;1;0;26;0;4;2;1;16;4;3;5;0;0;2
lagoao;4311254;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
lajeado;4311403;3;4;0;87;0;12;4;3;92;4;4;16;0;0;4
lajeado do bugre;4311429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lavras do sul;4311502;0;0;0;4;2;0;1;0;0;1;0;1;0;0;0
liberato salzano;4311601;0;0;0;2;0;0;0;0;12;1;0;0;0;0;0
lindolfo collor;4311627;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0
linha nova;4311643;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
macambara;4311718;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
machadinho;4311700;0;0;0;8;0;0;0;0;1;0;1;0;0;0;0
mampituba;4311734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
manoel viana;4311759;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0
maquine;4311775;0;0;0;4;2;2;0;0;2;0;0;0;0;0;0
marata;4311791;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
marau;4311809;1;1;0;29;2;2;0;0;33;1;4;1;0;0;1
marcelino ramos;4311908;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
mariana pimentel;4311981;0;0;0;5;4;1;0;0;3;0;0;0;0;0;0
mariano moro;4312005;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
marques de souza;4312054;0;0;0;3;1;0;0;0;2;2;0;0;0;0;0
mata;4312104;0;0;0;5;2;0;0;0;4;2;0;0;0;0;0
